43.6054;3.87928;13.665;1548865456
43.6076;3.87952;14.828;1548865989
43.606;3.87777;13.533;1548865746
43.607;3.87829;13.735;1548865868
43.6063;3.88004;15.488;1548866111
43.6054;3.87924;13.506;1548865625
43.6054;3.87929;13.289;1548866722
43.6054;3.8793;14.003;1548866356
43.6055;3.87933;16.506;1548866232
43.6054;3.87931;14.706;1548866599
43.6054;3.87931;14.005;1548866477
43.6054;3.87929;13.289;1548866832
43.6054;3.87929;13.289;1548867144
43.6054;3.87929;13.289;1548867438
43.6054;3.8793;13.675;1548868051
43.6054;3.8793;13.675;1548868354
43.6055;3.8793;14.015;1548868889
43.6055;3.8793;14.015;1548869129
43.6054;3.87933;13.586;1548869289
43.6054;3.87929;13.948;1548869414
43.6302;3.84247;800;1548871168
43.6326;3.85082;85.321;1548870925
43.6279;3.85805;800;1548870803
43.628;3.84308;15.174;1548871290
43.6353;3.8458;52.4;1548871046
43.6314;3.8972;1000;1548872508
43.6266;3.86698;16.475;1548872264
43.6258;3.88157;14.467;1548872387
43.625;3.86401;82.5;1548872143
43.6195;3.85805;800;1548872021
43.6035;3.9179;52.4;1548873907
43.6035;3.9179;56.1;1548873480
43.6035;3.91805;47.465;1548873603
43.6035;3.9179;52.4;1548873725
43.6035;3.91804;13.269;1548873359
43.6037;3.91922;122.4;1548873238
43.6034;3.91811;23.861;1548874451
43.6035;3.9179;52.4;1548874151
43.6035;3.9179;52.4;1548875052
43.6035;3.9179;52.4;1548875352
43.6034;3.91811;23.861;1548874752
43.6035;3.91805;42.025;1548876253
43.6035;3.9179;56.1;1548877155
43.6035;3.91805;42.025;1548876554
43.6035;3.9179;56.1;1548876854
43.6035;3.9179;60;1548880073
43.6035;3.91805;60;1548881089
43.6035;3.91808;14.57;1548881546
43.6035;3.91805;42.025;1548881240
43.6035;3.91796;17.021;1548881423
43.6035;3.91805;13.29;1548881302
43.628;3.84308;13.103;1548883581
43.628;3.84308;13.103;1548883758
43.628;3.8431;12.729;1548883821
43.628;3.8431;12.729;1548884121
43.628;3.8431;12.729;1548884422
