1,48.8186754,2.2066814,13.6280002593994,0.0,1613723922284,0
2,48.8186754,2.2066814,13.6280002593994,0.0,1613723922284,0
3,48.8186819,2.2066748,4.61100006103516,0.0,1613723934000,0
4,48.8186889,2.206679,5.37599992752075,0.0,1613723938789,0
5,48.8186855,2.2066794,7.66800022125244,0.0,1613723940000,0
6,48.8186785,2.2066765,12.7919998168945,0.0,1613723943863,0
7,48.8186839,2.2067734,5.07399988174438,0.0,1613723956978,0
8,48.8186745,2.2067045,11.9209995269775,0.0,1613723965298,0
9,48.8186732,2.2067012,12.0229997634888,0.0,1613723967000,0
10,48.8184407,2.2071848,27.5860004425049,0.0,1613724138509,0
11,48.820873,2.2070282,50.7330017089844,0.0,1613724458818,0
12,48.8237504,2.21216,8.18599987030029,0.0,1613725069000,0
13,48.8239518,2.2125996,5.7960000038147,0.0,1613725130000,0
14,48.8241541,2.2135145,3.78999996185303,0.0,1613725191000,0
15,48.8240513,2.2146498,4.02600002288818,0.0,1613725251000,0
16,48.8242119,2.2156284,5.25600004196167,0.0,1613725311000,0
17,48.8266512,2.2156847,97.5960006713867,0.0,1613725971528,0
18,48.8255145,2.2171836,51.7949981689453,0.0,1613726877300,0
19,48.825455,2.2172555,27.4720001220703,0.0,1613727189658,0
20,48.8242883,2.2162896,98.4000015258789,0.0,1613727796337,0
21,48.8243474,2.2166651,34.1990013122559,0.0,1613728107273,0
22,48.8244005,2.2170568,25.9890003204346,0.0,1613728714302,0
23,48.8244332,2.2122651,21.3540000915527,0.0,1613729621280,0
24,48.8238138,2.2089393,18.8409996032715,0.0,1613729932268,0
25,48.8220101,2.2062041,19.7569999694824,0.0,1613730243269,0
26,48.8194772,2.2073726,20.7399997711182,0.0,1613730851034,0
27,48.8186845,2.2066911,20.0,0.0,1613731160624,0
28,48.8186622,2.2066765,20.3999996185303,0.0,1613731767413,0
29,48.8186629,2.2066715,26.3999996185303,0.0,1613731970224,0
30,48.8186857,2.2067434,8.9399995803833,0.0,1613731977000,0
31,48.8187585,2.2069444,7.21400022506714,0.0,1613731984813,0
32,48.8188816,2.2070505,12.2670001983643,0.0,1613731992000,0
33,48.8188544,2.2070027,9.50899982452393,0.0,1613731997000,0
34,48.8188128,2.2068172,7.38600015640259,0.0,1613732004065,0
35,48.818805,2.2068503,9.27499961853027,0.0,1613732009120,0
36,48.8188119,2.2068456,8.50500011444092,0.0,1613732014659,0
37,48.8187377,2.2067547,11.793999671936,0.0,1613732023000,0
38,48.8186837,2.2067566,13.8489999771118,0.0,1613732028000,0
39,48.8186945,2.2067769,9.65200042724609,0.0,1613732033537,0
40,48.8186893,2.2067147,10.3470001220703,0.0,1613732039704,0
41,48.8186822,2.2067173,10.6169996261597,0.0,1613732044720,0
42,48.8186761,2.2067194,10.5670003890991,0.0,1613732052000,0
43,48.8186309,2.2067616,7.19000005722046,0.0,1613732060283,0
44,48.8186461,2.2067592,7.23099994659424,0.0,1613732065338,0
45,48.8186567,2.2067229,8.81900024414063,0.0,1613732070717,0
46,48.818633,2.2066952,10.1180000305176,0.0,1613732075811,0
47,48.8186449,2.2066708,10.8540000915527,0.0,1613732082000,0
